journal_diameter_mm,ligament_mm,station_above_U_mm,support_span_mm,bearing_width_mm,max_Kt_checked,full_Kt_coverage,ROBUST_WITHIN_SCREEN,worst_MS_ultimate_strength,worst_strength_Kt,worst_strength_case,worst_MS_ultimate_bearing,ultimate_bearing_pressure_MPa
32.0,15.0,529.780356685791,120.0,20.0,3.0,True,False,-0.05595004486361288,3.0,LC5,0.8935981538817133,218.46527297361484
32.0,15.0,529.780356685791,120.0,25.0,3.0,True,False,-0.18984315370595584,3.0,LC5,1.3669976923521414,174.7722183788919
32.0,15.0,529.780356685791,120.0,30.0,3.0,True,False,-0.29047408907264827,3.0,LC5,1.8403972308225698,145.64351531574323
32.0,15.0,529.780356685791,150.0,20.0,3.0,True,True,0.16058554834747074,3.0,LC5,1.3324576912218755,177.36031789429347
32.0,15.0,529.780356685791,150.0,25.0,3.0,True,False,-0.0037442068010025142,3.0,LC5,1.915572114027344,141.88825431543478
32.0,15.0,529.780356685791,150.0,30.0,3.0,True,False,-0.1273101963624933,3.0,LC5,2.4986865368328126,118.240211929529
32.0,15.0,529.780356685791,180.0,20.0,3.0,True,True,0.37008685084660553,3.0,LC5,1.7586883336558685,149.95729403106492
32.0,15.0,529.780356685791,180.0,25.0,3.0,True,True,0.17640677685580353,3.0,LC5,2.448360417069836,119.96583522485193
32.0,15.0,529.780356685791,180.0,30.0,3.0,True,True,0.0307031250098595,3.0,LC5,3.1380325004838037,99.97152935404327
32.0,20.0,534.780356685791,120.0,20.0,3.0,True,False,-0.059632133918329666,3.0,LC5,0.8861502780019739,219.3279307671733
32.0,20.0,534.780356685791,120.0,25.0,3.0,True,False,-0.1930067955103988,3.0,LC5,1.3576878475024672,175.46234461373865
32.0,20.0,534.780356685791,120.0,30.0,3.0,True,False,-0.29324725612537084,3.0,LC5,1.8292254170029607,146.21862051144888
32.0,20.0,534.780356685791,150.0,20.0,3.0,True,True,0.15613274442068525,3.0,LC5,1.3234158636256446,178.05053501896714
32.0,20.0,534.780356685791,150.0,25.0,3.0,True,False,-0.007572148416926883,3.0,LC5,1.9042698295320557,142.44042801517372
32.0,20.0,534.780356685791,150.0,30.0,3.0,True,False,-0.13066705835596915,3.0,LC5,2.485123795438467,118.70035667931143
32.0,20.0,534.780356685791,180.0,20.0,3.0,True,True,0.3649146450316614,3.0,LC5,1.7481461287911615,150.53254747121878
32.0,20.0,534.780356685791,180.0,25.0,3.0,True,True,0.17195802103401392,3.0,LC5,2.4351826609889518,120.42603797697502
32.0,20.0,534.780356685791,180.0,30.0,3.0,True,True,0.026800287079147278,3.0,LC5,3.1222191931867425,100.35503164747918
34.0,5.0,520.780356685791,120.0,20.0,3.0,True,True,0.13978800186993712,3.0,LC5,1.0263499809818484,204.15300489684134
34.0,5.0,520.780356685791,120.0,25.0,3.0,True,False,-0.021784755987464877,3.0,LC5,1.53293747622731,163.32240391747308
34.0,5.0,520.780356685791,120.0,30.0,3.0,True,False,-0.14323680805823125,3.0,LC5,2.0395249714727726,136.1020032645609
34.0,5.0,520.780356685791,150.0,20.0,3.0,True,True,0.40088745538229276,3.0,LC5,1.4957176949414865,165.7581057459308
34.0,5.0,520.780356685791,150.0,25.0,3.0,True,True,0.20265571468813204,3.0,LC5,2.119647118676859,132.60648459674462
34.0,5.0,520.780356685791,150.0,30.0,3.0,True,True,0.05357080822002791,3.0,LC5,2.7435765424122307,110.50540383062052
34.0,5.0,520.780356685791,180.0,20.0,3.0,True,True,0.6533869885749439,3.0,LC5,1.9514854359572427,140.1617749998935
34.0,5.0,520.780356685791,180.0,25.0,3.0,True,True,0.41982933515491583,3.0,LC5,2.689356794946553,112.1294199999148
34.0,5.0,520.780356685791,180.0,30.0,3.0,True,True,0.24408914628265355,3.0,LC5,3.4272281539358636,93.44118333326234
34.0,10.0,525.780356685791,120.0,20.0,3.0,True,True,0.13531368946093658,3.0,LC5,1.0183236644993285,204.96486508407543
34.0,10.0,525.780356685791,120.0,25.0,3.0,True,False,-0.02562971395351943,3.0,LC5,1.5229045806241608,163.97189206726034
34.0,10.0,525.780356685791,120.0,30.0,3.0,True,False,-0.1466076209475542,3.0,LC5,2.027485496748993,136.64324338938363
34.0,10.0,525.780356685791,150.0,20.0,3.0,True,True,0.3954791481364508,3.0,LC5,1.4859756137913012,166.4076812721425
34.0,10.0,525.780356685791,150.0,25.0,3.0,True,True,0.19800540746684647,3.0,LC5,2.1074695172391267,133.12614501771398
34.0,10.0,525.780356685791,150.0,30.0,3.0,True,True,0.04949215838249499,3.0,LC5,2.7289634206869517,110.93845418142833
34.0,10.0,525.780356685791,180.0,20.0,3.0,True,True,0.6471077650654251,3.0,LC5,1.9401290247863816,140.7031576174309
34.0,10.0,525.780356685791,180.0,25.0,3.0,True,True,0.4144271070588821,3.0,LC5,2.6751612809829775,112.5625260939447
34.0,10.0,525.780356685791,180.0,30.0,3.0,True,True,0.23934898340764876,3.0,LC5,3.4101935371795724,93.80210507828725
34.0,15.0,530.780356685791,120.0,20.0,3.0,True,True,0.13087420687695084,3.0,LC5,1.0103603920026698,205.7767548722937
34.0,15.0,530.780356685791,120.0,25.0,3.0,True,False,-0.029444702940602308,3.0,LC5,1.512950490003337,164.62140389783497
34.0,15.0,530.780356685791,120.0,30.0,3.0,True,False,-0.14995213527617024,3.0,LC5,2.0155405880040047,137.1845032481958
34.0,15.0,530.780356685791,150.0,20.0,3.0,True,True,0.3901122527729355,3.0,LC5,1.4763089578687194,167.05727945439716
34.0,15.0,530.780356685791,150.0,25.0,3.0,True,True,0.19339076407257538,3.0,LC5,2.095386197335899,133.64582356351772
34.0,15.0,530.780356685791,150.0,30.0,3.0,True,True,0.04544482520461979,3.0,LC5,2.7144634368030784,111.37151963626478
34.0,15.0,530.780356685791,180.0,20.0,3.0,True,True,0.6408758482408188,3.0,LC5,1.9288592958290818,141.244558309517
34.0,15.0,530.780356685791,180.0,25.0,3.0,True,True,0.4090656540913613,3.0,LC5,2.661074119786352,112.9956466476136
34.0,15.0,530.780356685791,180.0,30.0,3.0,True,True,0.2346446484072826,3.0,LC5,3.393288943743623,94.16303887301133
34.0,20.0,535.780356685791,120.0,20.0,3.0,True,True,0.12646915089582156,3.0,LC5,1.002459427012501,206.58867391250226
34.0,20.0,535.780356685791,120.0,25.0,3.0,True,False,-0.03323007034366776,3.0,LC5,1.503074283765626,165.2709391300018
34.0,20.0,535.780356685791,120.0,30.0,3.0,True,False,-0.15327065618667668,3.0,LC5,2.003689140518751,137.72578260833484
34.0,20.0,535.780356685791,150.0,20.0,3.0,True,True,0.3847862976240375,3.0,LC5,1.466716858504423,167.70690002942624
34.0,20.0,535.780356685791,150.0,25.0,3.0,True,True,0.18881137766359157,3.0,LC5,2.083396073130529,134.16552002354098
34.0,20.0,535.780356685791,150.0,30.0,3.0,True,True,0.04142845101152237,3.0,LC5,2.7000752877566345,111.8046000196175
34.0,20.0,535.780356685791,180.0,20.0,3.0,True,True,0.6346907078723629,3.0,LC5,1.9176752646844482,141.78597686910248
34.0,20.0,535.780356685791,180.0,25.0,3.0,True,True,0.4037445183781665,3.0,LC5,2.6470940808555605,113.42878149528198
34.0,20.0,535.780356685791,180.0,30.0,3.0,True,True,0.22997573839723207,3.0,LC5,3.3765128970266725,94.52398457940166
36.0,5.0,521.780356685791,120.0,20.0,3.0,True,True,0.3512124479718217,3.0,LC5,1.143841970099861,192.96452040764552
36.0,5.0,521.780356685791,120.0,25.0,3.0,True,True,0.15975432789441668,3.0,LC5,1.6798024626248265,154.37161632611642
36.0,5.0,521.780356685791,120.0,30.0,3.0,True,True,0.015819266210389316,3.0,LC5,2.2157629551497915,128.64301360509702
36.0,5.0,521.780356685791,150.0,20.0,3.0,True,True,0.6605655829536445,3.0,LC5,1.6404551556371016,156.6720179689193
36.0,5.0,521.780356685791,150.0,25.0,3.0,True,True,0.4257172134509484,3.0,LC5,2.3005689445463773,125.33761437513544
36.0,5.0,521.780356685791,150.0,30.0,3.0,True,True,0.24906590067731016,3.0,LC5,2.960682733455653,104.44801197927953
36.0,5.0,521.780356685791,180.0,20.0,3.0,True,True,0.9596660973917712,3.0,LC5,2.122689946178524,132.477269508092
36.0,5.0,521.780356685791,180.0,25.0,3.0,True,True,0.6830228103539902,3.0,LC5,2.903362432723155,105.9818156064736
36.0,5.0,521.780356685791,180.0,30.0,3.0,True,True,0.474823995978108,3.0,LC5,3.684034919267786,88.31817967206133
36.0,10.0,526.780356685791,120.0,20.0,3.0,True,True,0.3459150807908711,3.0,LC5,1.1353569308148561,193.73128286906046
36.0,10.0,526.780356685791,120.0,25.0,3.0,True,True,0.15520141560674006,3.0,LC5,1.6691961635185701,154.98502629524836
36.0,10.0,526.780356685791,120.0,30.0,3.0,True,True,0.011827359528889136,3.0,LC5,2.2030353962222837,129.15418857937365
36.0,10.0,526.780356685791,150.0,20.0,3.0,True,True,0.6541637904583286,3.0,LC5,1.6301560575537306,157.28551026544955
36.0,10.0,526.780356685791,150.0,25.0,3.0,True,True,0.4202116685374253,3.0,LC5,2.287695071942163,125.82840821235965
36.0,10.0,526.780356685791,150.0,30.0,3.0,True,True,0.24423649071453912,3.0,LC5,2.9452340863305957,104.85700684363304
36.0,10.0,526.780356685791,180.0,20.0,3.0,True,True,0.9522349523621416,3.0,LC5,2.110683951200508,132.98857874341357
36.0,10.0,526.780356685791,180.0,25.0,3.0,True,True,0.6766281846624056,3.0,LC5,2.888354939000635,106.39086299473085
36.0,10.0,526.780356685791,180.0,30.0,3.0,True,True,0.46921215934609783,3.0,LC5,3.666025926800762,88.65905249560905
36.0,15.0,531.780356685791,120.0,20.0,3.0,True,True,0.3406588971467801,3.0,LC5,1.1269384870504657,194.49807322062253
36.0,15.0,531.780356685791,120.0,25.0,3.0,True,True,0.15068394710710664,3.0,LC5,1.6586731088130824,155.59845857649802
36.0,15.0,531.780356685791,120.0,30.0,3.0,True,True,0.007866560855685378,3.0,LC5,2.190407730575699,129.6653821470817
36.0,15.0,531.780356685791,150.0,20.0,3.0,True,True,0.6478109484284111,3.0,LC5,1.6199366363891512,157.89902390931528
36.0,15.0,531.780356685791,150.0,25.0,3.0,True,True,0.4147482910791829,3.0,LC5,2.274920795486439,126.31921912745221
36.0,15.0,531.780356685791,150.0,30.0,3.0,True,True,0.2394441158351106,3.0,LC5,2.929904954583727,105.26601593954352
36.0,15.0,531.780356685791,180.0,20.0,3.0,True,True,0.9448597081975336,3.0,LC5,2.098769527661883,133.4999050097927
36.0,15.0,531.780356685791,180.0,25.0,3.0,True,True,0.6702817570709703,3.0,LC5,2.8734619095773537,106.79992400783418
36.0,15.0,531.780356685791,180.0,30.0,3.0,True,True,0.46364268309928236,3.0,LC5,3.6481542914928244,88.99993667319515
36.0,20.0,536.780356685791,120.0,20.0,3.0,True,True,0.33544342087326706,3.0,LC5,1.1185858614322552,195.26489113376434
36.0,20.0,536.780356685791,120.0,25.0,3.0,True,True,0.14620151203488763,3.0,LC5,1.6482323267903185,156.21191290701148
36.0,20.0,536.780356685791,120.0,30.0,3.0,True,True,0.0039365096609607075,3.0,LC5,2.177878792148382,130.17659408917623
36.0,20.0,536.780356685791,150.0,20.0,3.0,True,True,0.6415065001109359,3.0,LC5,1.6097959751985695,158.5125586526456
36.0,20.0,536.780356685791,150.0,25.0,3.0,True,True,0.40932660066975113,3.0,LC5,2.2622449689982114,126.81004692211648
36.0,20.0,536.780356685791,150.0,30.0,3.0,True,True,0.23468835357487694,3.0,LC5,2.9146939627978536,105.67503910176374
36.0,20.0,536.780356685791,180.0,20.0,3.0,True,True,0.93753973928166,3.0,LC5,2.0869456364102827,134.011248112281
36.0,20.0,536.780356685791,180.0,25.0,3.0,True,True,0.6639829871043337,3.0,LC5,2.8586820455128543,107.2089984898248
36.0,20.0,536.780356685791,180.0,30.0,3.0,True,True,0.45811509151999075,3.0,LC5,3.630418454615424,89.340832074854
38.0,5.0,522.780356685791,120.0,20.0,3.0,True,True,0.5870714462238691,3.0,LC5,1.261147352260318,182.95377219736162
38.0,5.0,522.780356685791,120.0,25.0,3.0,True,True,0.3622937990324673,3.0,LC5,1.826434190325398,146.36301775788928
38.0,5.0,522.780356685791,120.0,30.0,3.0,True,True,0.1932878944884231,3.0,LC5,2.3917210283904775,121.96918146490773
38.0,5.0,522.780356685791,150.0,20.0,3.0,True,True,0.9502138243819818,3.0,LC5,1.7849660794544588,148.54236130270485
38.0,5.0,522.780356685791,150.0,25.0,3.0,True,True,0.674552511731161,3.0,LC5,2.4812075993180733,118.83388904216388
38.0,5.0,522.780356685791,150.0,30.0,3.0,True,True,0.46716920625882974,3.0,LC5,3.1774491191816887,99.0282408684699
38.0,5.0,522.780356685791,180.0,20.0,3.0,True,True,1.3012467509123558,3.0,LC5,2.2936303361156263,125.60165998409688
38.0,5.0,522.780356685791,180.0,25.0,3.0,True,True,0.9765930703477341,3.0,LC5,3.117037920144533,100.48132798727751
38.0,5.0,522.780356685791,180.0,30.0,3.0,True,True,0.732216624243881,3.0,LC5,3.9404455041734403,83.73443998939791
38.0,10.0,527.780356685791,120.0,20.0,3.0,True,True,0.5808574946098974,3.0,LC5,1.2522050472193187,183.68018404934207
38.0,10.0,527.780356685791,120.0,25.0,3.0,True,True,0.3569523286252627,3.0,LC5,1.8152563090241483,146.94414723947366
38.0,10.0,527.780356685791,120.0,30.0,3.0,True,True,0.1886040781832976,3.0,LC5,2.3783075708289783,122.4534560328947
38.0,10.0,527.780356685791,150.0,20.0,3.0,True,True,0.9427059654469345,3.0,LC5,1.7741117080855453,149.12356859471674
38.0,10.0,527.780356685791,150.0,25.0,3.0,True,True,0.6680945861936782,3.0,LC5,2.4676396351069316,119.29885487577339
38.0,10.0,527.780356685791,150.0,30.0,3.0,True,True,0.4615036098796985,3.0,LC5,3.161167562128318,99.41571239647783
38.0,10.0,527.780356685791,180.0,20.0,3.0,True,True,1.2925335029698202,3.0,LC5,2.2809767617162,126.0860614488817
38.0,10.0,527.780356685791,180.0,25.0,3.0,True,True,0.9690935824646598,3.0,LC5,3.1012209521452494,100.86884915910535
38.0,10.0,527.780356685791,180.0,30.0,3.0,True,True,0.7256341244807274,3.0,LC5,3.9214651425742995,84.05737429925446
38.0,15.0,532.780356685791,120.0,20.0,3.0,True,True,0.5746917900426283,3.0,LC5,1.2433328723128696,184.40662226091894
38.0,15.0,532.780356685791,120.0,25.0,3.0,True,True,0.3516523902151656,3.0,LC5,1.8041660903910874,147.52529780873513
38.0,15.0,532.780356685791,120.0,30.0,3.0,True,True,0.18395671936755065,3.0,LC5,2.3649993084693044,122.93774817394595
38.0,15.0,532.780356685791,150.0,20.0,3.0,True,True,0.9352554341180199,3.0,LC5,1.763341245361873,149.7047960632627
38.0,15.0,532.780356685791,150.0,25.0,3.0,True,True,0.6616860577782224,3.0,LC5,2.4541765567023415,119.76383685061018
38.0,15.0,532.780356685791,150.0,30.0,3.0,True,True,0.45588140711210534,3.0,LC5,3.1450118680428094,99.80319737550847
38.0,15.0,532.780356685791,180.0,20.0,3.0,True,True,1.2838857020761716,3.0,LC5,2.2684196253498725,126.5704790111882
38.0,15.0,532.780356685791,180.0,25.0,3.0,True,True,0.9616505414199297,3.0,LC5,3.0855245316873408,101.25638320895055
38.0,15.0,532.780356685791,180.0,30.0,3.0,True,True,0.7191012466404432,3.0,LC5,3.9026294380248094,84.38031934079213
38.0,20.0,537.780356685791,120.0,20.0,3.0,True,True,0.5685737754025699,3.0,LC5,1.2345300095312504,185.13308652179737
38.0,20.0,537.780356685791,120.0,25.0,3.0,True,True,0.3463935035348853,3.0,LC5,1.7931625119140628,148.10646921743788
38.0,20.0,537.780356685791,120.0,30.0,3.0,True,True,0.17934539600037258,3.0,LC5,2.3517950142968753,123.42205768119824
38.0,20.0,537.780356685791,150.0,20.0,3.0,True,True,0.9278615792694538,3.0,LC5,1.7526537263654394,150.286043474246
38.0,20.0,537.780356685791,150.0,25.0,3.0,True,True,0.6553263644441099,3.0,LC5,2.440817157956799,120.22883477939679
38.0,20.0,537.780356685791,150.0,30.0,3.0,True,True,0.45030210356964395,3.0,LC5,3.128980589548159,100.19069564949733
38.0,20.0,537.780356685791,180.0,20.0,3.0,True,True,1.2753026168745643,3.0,LC5,2.255957833450764,127.05491248689333
38.0,20.0,537.780356685791,180.0,25.0,3.0,True,True,0.9542633151196458,3.0,LC5,3.069947291813455,101.64392998951466
38.0,20.0,537.780356685791,180.0,30.0,3.0,True,True,0.7126174341863505,3.0,LC5,3.8839367501761464,84.70327499126222
40.0,5.0,523.780356685791,120.0,20.0,3.0,True,True,0.8486553889061224,3.0,LC5,1.3782665696282037,173.9440998217342
40.0,5.0,523.780356685791,120.0,25.0,3.0,True,True,0.5869458891975676,3.0,LC5,1.9728332120352543,139.15527985738737
40.0,5.0,523.780356685791,120.0,30.0,3.0,True,True,0.39014636084724885,3.0,LC5,2.567399854442306,115.96273321448946
40.0,5.0,523.780356685791,150.0,20.0,3.0,True,True,1.2714082492262544,3.0,LC5,1.9292509954450718,141.22567107884385
40.0,5.0,523.780356685791,150.0,25.0,3.0,True,True,0.9505218113094143,3.0,LC5,2.66156374430634,112.98053686307507
40.0,5.0,523.780356685791,150.0,30.0,3.0,True,True,0.7090770406919331,3.0,LC5,3.3938764931676078,94.1504473858959
40.0,5.0,523.780356685791,180.0,20.0,3.0,True,True,1.6799778206228884,3.0,LC5,2.4643072138347035,119.41361203130303
40.0,5.0,523.780356685791,180.0,25.0,3.0,True,True,1.3021377253593718,3.0,LC5,3.3303840172933787,95.53088962504243
40.0,5.0,523.780356685791,180.0,30.0,3.0,True,True,1.0176734565942485,3.0,LC5,4.196460820752055,79.60907468753535
40.0,10.0,528.780356685791,120.0,20.0,3.0,True,True,0.8414266417795608,3.0,LC5,1.368868450723355,174.63419611324517
40.0,10.0,528.780356685791,120.0,25.0,3.0,True,True,0.5807311975919118,3.0,LC5,1.9610855634041942,139.70735689059612
40.0,10.0,528.780356685791,120.0,30.0,3.0,True,True,0.38469623632661953,3.0,LC5,2.553302676085033,116.4227974088301
40.0,10.0,528.780356685791,150.0,20.0,3.0,True,True,1.2626761583992123,3.0,LC5,1.9178430883580084,141.7778218577544
40.0,10.0,528.780356685791,150.0,25.0,3.0,True,True,0.9430095070148818,3.0,LC5,2.647303860447511,113.4222574862035
40.0,10.0,528.780356685791,150.0,30.0,3.0,True,True,0.7024855377098824,3.0,LC5,3.3767646325370126,94.5185479051696
40.0,10.0,528.780356685791,180.0,20.0,3.0,True,True,1.669845887800685,3.0,LC5,2.451008057508472,119.87379649550009
40.0,10.0,528.780356685791,180.0,25.0,3.0,True,True,1.2934153311386356,3.0,LC5,3.31376007188559,95.89903719640007
40.0,10.0,528.780356685791,180.0,30.0,3.0,True,True,1.0100163601335415,3.0,LC5,4.176512086262708,79.91586433033339
40.0,15.0,533.780356685791,120.0,20.0,3.0,True,True,0.8342539485649012,3.0,LC5,1.3595439797256033,175.32431738704443
40.0,15.0,533.780356685791,120.0,25.0,3.0,True,True,0.5745647688797308,3.0,LC5,1.9494299746570043,140.25945390963554
40.0,15.0,533.780356685791,120.0,30.0,3.0,True,True,0.3792884847844378,3.0,LC5,2.5393159695884053,116.88287825802962
40.0,15.0,533.780356685791,150.0,20.0,3.0,True,True,1.2540106499452066,3.0,LC5,1.9065233017702985,142.3299917596171
40.0,15.0,533.780356685791,150.0,25.0,3.0,True,True,0.9355545897914868,3.0,LC5,2.6331541272128725,113.86399340769368
40.0,15.0,533.780356685791,150.0,30.0,3.0,True,True,0.6959444574396705,3.0,LC5,3.3597849526554473,94.88666117307807
40.0,15.0,533.780356685791,180.0,20.0,3.0,True,True,1.65978994393596,3.0,LC5,2.4378101832802,120.33399621714484
40.0,15.0,533.780356685791,180.0,25.0,3.0,True,True,1.284758496744594,3.0,LC5,3.2972627291002494,96.26719697371588
40.0,15.0,533.780356685791,180.0,30.0,3.0,True,True,1.0024169105075846,3.0,LC5,4.1567152749203,80.22266414476323
40.0,20.0,538.780356685791,120.0,20.0,3.0,True,True,0.8271366628241279,3.0,LC5,1.350292298248208,176.01446334927888
40.0,20.0,538.780356685791,120.0,25.0,3.0,True,True,0.5684460456329652,3.0,LC5,1.93786537281026,140.8115706794231
40.0,20.0,538.780356685791,120.0,30.0,3.0,True,True,0.3739226162659586,3.0,LC5,2.525438447372312,117.34297556618593
40.0,20.0,538.780356685791,150.0,20.0,3.0,True,True,1.2454109686736197,3.0,LC5,1.895290623091252,142.88218056272942
40.0,20.0,538.780356685791,150.0,25.0,3.0,True,True,0.9281564075371835,3.0,LC5,2.619113278864065,114.30574445018352
40.0,20.0,538.780356685791,150.0,30.0,3.0,True,True,0.6894532261192963,3.0,LC5,3.342935934636878,95.25478704181961
40.0,20.0,538.780356685791,180.0,20.0,3.0,True,True,1.6498091411368536,3.0,LC5,2.424712443506551,120.79421102185461
40.0,20.0,538.780356685791,180.0,25.0,3.0,True,True,1.2761664890546305,3.0,LC5,3.2808905543831886,96.63536881748368
40.0,20.0,538.780356685791,180.0,30.0,3.0,True,True,0.9948744620216636,3.0,LC5,4.137068665259826,80.52947401456974
