station_label,extra_above_E2_boundary_mm,station_above_U_mm,level,case,Mx_external_kNm,brace_effective_arm_mm,brace_force_abs_kN
E2_BOUNDARY,0.0,498.780356685791,limit,LC4+,10.911892174759497,200.0,54.559460873797484
E2_BOUNDARY,0.0,498.780356685791,limit,LC4+,10.911892174759497,250.0,43.64756869903799
E2_BOUNDARY,0.0,498.780356685791,limit,LC4+,10.911892174759497,300.0,36.372973915864996
E2_BOUNDARY,0.0,498.780356685791,limit,LC4-,-8.249764174759498,150.0,54.99842783172999
E2_BOUNDARY,0.0,498.780356685791,limit,LC4-,-8.249764174759498,200.0,41.24882087379749
E2_BOUNDARY,0.0,498.780356685791,limit,LC4-,-8.249764174759498,250.0,32.99905669903799
E2_BOUNDARY,0.0,498.780356685791,limit,LC4-,-8.249764174759498,300.0,27.499213915864996
E2_BOUNDARY,0.0,498.780356685791,limit,LC5,1.331064,150.0,8.87376
E2_BOUNDARY,0.0,498.780356685791,limit,LC5,1.331064,200.0,6.65532
E2_BOUNDARY,0.0,498.780356685791,limit,LC5,1.331064,250.0,5.324256
E2_BOUNDARY,0.0,498.780356685791,limit,LC5,1.331064,300.0,4.43688
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC0,1.3414978723404254,150.0,8.943319148936169
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC0,1.3414978723404254,200.0,6.707489361702127
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC0,1.3414978723404254,250.0,5.365991489361702
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC0,1.3414978723404254,300.0,4.4716595744680845
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC1,4.5036,150.0,30.023999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC1,4.5036,200.0,22.517999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC1,4.5036,250.0,18.0144
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC1,4.5036,300.0,15.011999999999999
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2A,4.5036,150.0,30.023999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2A,4.5036,200.0,22.517999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2A,4.5036,250.0,18.0144
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2A,4.5036,300.0,15.011999999999999
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2B,4.5036,150.0,30.023999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2B,4.5036,200.0,22.517999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2B,4.5036,250.0,18.0144
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC2B,4.5036,300.0,15.011999999999999
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC3,4.5036,150.0,30.023999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC3,4.5036,200.0,22.517999999999997
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC3,4.5036,250.0,18.0144
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC3,4.5036,300.0,15.011999999999999
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4+,16.367838262139248,150.0,109.118921747595
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4+,16.367838262139248,200.0,81.83919131069624
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4+,16.367838262139248,250.0,65.47135304855699
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4+,16.367838262139248,300.0,54.5594608737975
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4-,-12.374646262139246,150.0,82.49764174759497
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4-,-12.374646262139246,200.0,61.87323131069623
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4-,-12.374646262139246,250.0,49.49858504855698
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC4-,-12.374646262139246,300.0,41.248820873797484
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC5,1.9965960000000005,150.0,13.310640000000003
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC5,1.9965960000000005,200.0,9.982980000000001
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC5,1.9965960000000005,250.0,7.986384000000002
E2_BOUNDARY,0.0,498.780356685791,ultimate,LC5,1.9965960000000005,300.0,6.6553200000000015
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC0,0.894331914893617,150.0,5.962212765957447
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC0,0.894331914893617,200.0,4.4716595744680845
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC0,0.894331914893617,250.0,3.577327659574468
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC0,0.894331914893617,300.0,2.9811063829787234
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC1,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC1,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC1,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC1,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2A,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2A,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2A,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2A,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2B,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2B,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2B,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC2B,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC3,3.0023999999999997,150.0,20.016
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC3,3.0023999999999997,200.0,15.011999999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC3,3.0023999999999997,250.0,12.009599999999999
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC3,3.0023999999999997,300.0,10.008
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4+,11.120392174759496,150.0,74.13594783172998
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4+,11.120392174759496,200.0,55.60196087379748
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4+,11.120392174759496,250.0,44.481568699037986
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4+,11.120392174759496,300.0,37.06797391586499
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4-,-8.458264174759497,150.0,56.388427831729985
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4-,-8.458264174759497,200.0,42.29132087379748
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4-,-8.458264174759497,250.0,33.83305669903799
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC4-,-8.458264174759497,300.0,28.194213915864992
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC5,1.331064,150.0,8.87376
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC5,1.331064,200.0,6.65532
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC5,1.331064,250.0,5.324256
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,limit,LC5,1.331064,300.0,4.43688
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC0,1.3414978723404254,150.0,8.943319148936169
E2_BOUNDARY_PLUS_25MM,25.0,523.780356685791,ultimate,LC0,1.3414978723404254,200.0,6.707489361702127
