journal_diameter_mm,ligament_mm,centerline_offset_above_boundary_mm,station_above_U_mm,level,case,support_span_mm,Fx_thrust_kN,My_kNm,Mz_kNm,RLy_kN,RRy_kN,RLz_kN,RRz_kN,RL_kN,RR_kN,Rmax_kN
22.0,10.0,21.0,519.780356685791,ultimate,LC2A,180.0,9.3825,10.975464196604435,1.1259,6.255,-6.255,-79.73980109224686,42.20980109224686,79.9847541924778,42.670743293819534,79.9847541924778
22.0,10.0,21.0,519.780356685791,ultimate,LC2B,120.0,9.3825,-10.975464196604435,-1.1259,-9.3825,9.3825,72.69720163837029,-110.22720163837029,73.30016665942765,110.62579847068197,110.62579847068197
22.0,10.0,21.0,519.780356685791,ultimate,LC2B,150.0,9.3825,-10.975464196604435,-1.1259,-7.505999999999999,7.505999999999999,54.40476131069623,-91.93476131069623,54.92010642081668,92.24066550743598,92.24066550743598
22.0,10.0,21.0,519.780356685791,ultimate,LC2B,180.0,9.3825,-10.975464196604435,-1.1259,-6.255,6.255,42.20980109224686,-79.73980109224686,42.670743293819534,79.9847541924778,79.9847541924778
22.0,10.0,21.0,519.780356685791,ultimate,LC3,120.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
22.0,10.0,21.0,519.780356685791,ultimate,LC3,150.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
22.0,10.0,21.0,519.780356685791,ultimate,LC3,180.0,0.0,-0.0,-0.0,-0.0,0.0,-18.765,-18.765,18.765,18.765,18.765
22.0,10.0,21.0,519.780356685791,ultimate,LC4+,120.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC4+,150.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC4+,180.0,0.0,-0.0,-0.0,-6.255,-6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC4-,120.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC4-,150.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC4-,180.0,0.0,-0.0,-0.0,6.255,6.255,-8.319150000000002,-8.319150000000002,10.408327518026132,10.408327518026132,10.408327518026132
22.0,10.0,21.0,519.780356685791,ultimate,LC5,120.0,13.31064,15.570525206916155,1.5972768,13.31064,-13.31064,-138.0735267243013,121.43522672430129,138.71363278097775,122.16254510606784,138.71363278097775
22.0,10.0,21.0,519.780356685791,ultimate,LC5,150.0,13.31064,15.570525206916155,1.5972768,10.648512,-10.648512,-112.12265137944105,95.48435137944104,112.62717150035252,96.0762830576137,112.62717150035252
22.0,10.0,21.0,519.780356685791,ultimate,LC5,180.0,13.31064,15.570525206916155,1.5972768,8.87376,-8.87376,-94.82206781620087,78.18376781620086,95.23638045136846,78.68573674100793,95.23638045136846
22.0,15.0,26.0,524.780356685791,limit,LC0,120.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,15.0,26.0,524.780356685791,limit,LC0,150.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,15.0,26.0,524.780356685791,limit,LC0,180.0,0.0,-0.0,-0.0,-0.0,0.0,-3.726382978723404,-3.726382978723404,3.726382978723404,3.726382978723404,3.726382978723404
22.0,15.0,26.0,524.780356685791,limit,LC1,120.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,15.0,26.0,524.780356685791,limit,LC1,150.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,15.0,26.0,524.780356685791,limit,LC1,180.0,0.0,-0.0,-0.0,-0.0,0.0,-12.51,-12.51,12.51,12.51,12.51
22.0,15.0,26.0,524.780356685791,limit,LC2A,120.0,6.255,7.348251131069623,0.7505999999999999,6.255,-6.255,-73.74542609224686,48.72542609224686,74.01022155437074,49.12527020659542,74.01022155437074
