upper_OD_mm,taper_start_A_mm,Kt_peak_sensitivity,station_A_mm,station_U_mm,profile_OD_mm,local_Kt_sensitivity,limit_case,limit_vm_MPa,MS_limit,ultimate_case,ultimate_vm_MPa,MS_ultimate,station_PASS
90.0,300.0,1.5,930.0,455.0,89.80612103989111,1.1215103158380473,LC4+,228.32298300068166,1.2030195707389577,LC4+,342.48447450102265,0.6701487004144242,True
90.0,300.0,1.5,940.0,465.0,89.88338104456476,1.0952439744153424,LC4+,223.968381105201,1.2458527293802875,LC4+,335.9525716578015,0.7026212872173945,True
90.0,300.0,1.5,950.0,475.0,89.94161510579829,1.0680965368490523,LC4+,219.58927777342825,1.2906400763292019,LC4+,329.3839166601424,0.7365753792714425,True
90.0,300.0,1.5,960.0,485.0,89.98019553217163,1.0400680031391762,LC4+,215.17696838278587,1.337610775820559,LC4+,322.7654525741789,0.7721847100985546,True
90.0,300.0,1.5,970.0,495.0,89.99849463226467,1.0111583732857148,LC4+,210.72186886416898,1.387032739939456,LC4+,316.08280329625353,0.8096523886618536,True
90.0,300.0,1.5,973.780356685791,498.78035668579105,90.0,1.0,LC4+,209.02438987570713,1.4064177405282732,LC4+,313.5365848135608,0.8243485057417783,True
90.0,300.0,2.0,250.0,-225.0,74.0,1.0,LC4+,292.37427177639455,0.7203976155080098,LC4+,438.56140766459185,0.3042643287880471,True
90.0,300.0,2.0,260.0,-215.0,74.0,1.0,LC4+,297.07034420784856,0.6932016601699915,LC4+,445.6055163117729,0.28364658663649456,True
90.0,300.0,2.0,270.0,-205.0,74.0,1.0,LC4+,301.7683884424068,0.6668412572843054,LC4+,452.6525826636101,0.26366229180466916,True
90.0,300.0,2.0,280.0,-195.0,74.0,1.0,LC4+,306.46831379907775,0.641278975188833,LC4+,459.70247069861665,0.24428306667728616,True
90.0,300.0,2.0,290.0,-185.0,74.0,1.0,LC4+,311.1700350402296,0.6164795557354026,LC4+,466.7550525603445,0.22548218141901932,True
90.0,300.0,2.0,300.0,-175.0,74.0,1.0,LC4+,315.87347197159596,0.5924097609729977,LC4+,473.81020795739386,0.20723443774228612,True
90.0,300.0,2.0,310.0,-165.0,74.01046853848635,1.0584854312463685,LC4+,337.94411673467135,0.48841176718847357,LC4+,506.91617510200706,0.12839169096329606,True
90.0,300.0,2.0,320.0,-155.0,74.04145569299864,1.115208670205566,LC4+,359.1995937332774,0.40033565954838224,LC4+,538.7993905999163,0.06161961201017152,True
90.0,300.0,2.0,330.0,-145.0,74.0923337721168,1.1701697168775922,LC4+,379.5008540576983,0.325425212148601,LC4+,569.2512810865474,0.004828656526176145,True
90.0,300.0,2.0,340.0,-135.0,74.16247508442073,1.2233685712624474,LC4+,398.7290363811561,0.2615083279743098,LC4+,598.0935545717344,-0.04362788124412875,False
90.0,300.0,2.0,350.0,-125.0,74.25125193849033,1.2748052333601316,LC4+,416.78640065346167,0.2068531967726579,LC4+,625.1796009801926,-0.0850629177548573,False
90.0,300.0,2.0,360.0,-115.0,74.35803664290549,1.3244797031706446,LC4+,433.59658125492456,0.16006449715126103,LC4+,650.3948718823868,-0.12053427121203264,False
90.0,300.0,2.0,370.0,-105.0,74.48220150624613,1.3723919806939866,LC4+,449.1042026199401,0.12000733252026552,LC4+,673.6563039299105,-0.15090232710193285,False
90.0,300.0,2.0,380.0,-95.0,74.62311883709215,1.4185420659301575,LC4+,463.27393677100724,0.08575069753736009,LC4+,694.9109051565108,-0.1768728972944068,False
